# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
RPA2               1   28218035   28241255     18       2  235878      0.98674   -5.3413e-05      0.98679
SMPDL3B            1   28261456   28285663     35       7  240133       1.2349   -5.3413e-05        1.235
XKR8               1   28286504   28294604      1       1  125332     -0.45351   -5.3413e-05     -0.45346
EYA3               1   28296855   28415173     51       7  239411      0.69235   -5.3413e-05      0.69241
PTAFR              1   28473677   28520447     11       3  238686      -1.4464   -5.3413e-05      -1.4464
DNAJC8             1   28526789   28559542     17       3  234882      -1.7966   -5.3413e-05      -1.7966
ATPIF1             1   28562602   28564616      4       2  249188       -1.384   -5.3413e-05      -1.3839
SESN2              1   28585963   28609002     11       3  240845     -0.65486   -5.3413e-05     -0.65481
MED18              1   28655513   28662478      1       1  252632      -1.4403   -5.3413e-05      -1.4402
PHACTR4            1   28696093   28826881     34       3  245214       -1.629   -5.3413e-05       -1.629
RCC1               1   28832455   28865708      9       2  251204      -1.0144   -5.3413e-05      -1.0143
TRNAU1AP           1   28879529   28905057      7       1  252095      -1.4809   -5.3413e-05      -1.4809
TAF12              1   28929608   28975416      9       1  246336      -1.8847   -5.3413e-05      -1.8847
GMEB1              1   28995234   29042115     11       2  236897       1.0753   -5.3413e-05       1.0753
YTHDF2             1   29063133   29096287     11       2  241950       1.0884   -5.3413e-05       1.0885
OPRD1              1   29138654   29190208     48       7  236370     -0.30549   -5.3413e-05     -0.30544
EPB41              1   29213603   29446558    128      13  247166     -0.06556   -5.3413e-05    -0.065506
TMEM200B           1   29445937   29450421      3       1  245308      0.93574   -5.3413e-05      0.93579
SRSF4              1   29474250   29508637     17       5  234222      0.36313   -5.3413e-05      0.36319
MECR               1   29519385   29557460     40       9  240640       0.3237   -5.3413e-05      0.32376
PTPRU              1   29563028   29653325     64      12  241330     -0.36236   -5.3413e-05     -0.36231
MATN1              1   31184124   31196432     11       1  226085        1.431   -5.3413e-05       1.4311
LAPTM5             1   31205315   31230683     24       8  233744       2.0756   -5.3413e-05       2.0757
SDC3               1   31342313   31381480     28      11  230985      -1.3265   -5.3413e-05      -1.3265
PUM1               1   31404353   31538838     68       7  244465       2.2598   -5.3413e-05       2.2599
NKAIN1             1   31652592   31712734     60       6  247923     -0.35474   -5.3413e-05     -0.35468
SNRNP40            1   31732415   31769644     34       3  251101      0.18435   -5.3413e-05       0.1844
ZCCHC17            1   31769832   31838569     58       5  241357     -0.06941   -5.3413e-05    -0.069356
FABP3              1   31838100   31845923      5       2  246863      0.16191   -5.3413e-05      0.16197
SERINC2            1   31882412   31907527     12       2  223561       1.0148   -5.3413e-05       1.0149
TINAGL1            1   32042086   32053290      4       2  210792       1.0887   -5.3413e-05       1.0888
HCRTR1             1   32083290   32093214      9       2  230083       2.7122   -5.3413e-05       2.7122
PEF1               1   32095463   32110838     11       2  250390       2.6151   -5.3413e-05       2.6152
COL16A1            1   32117848   32169768     52       9  237479       1.5348   -5.3413e-05       1.5349
ADGRB2             1   32192718   32230494     13       3  210446       1.0711   -5.3413e-05       1.0712
SPOCD1             1   32256023   32281630     10       3  249500       1.9269   -5.3413e-05        1.927
PTP4A2             1   32372022   32403988     11       3  231336       4.6796   -5.3413e-05       4.6797
KHDRBS1            1   32479295   32526460      3       2  241451       2.2631   -5.3413e-05       2.2632
TMEM39B            1   32538503   32568467      8       1  237371       2.4016   -5.3413e-05       2.4016
KPNA6              1   32573644   32642169      5       2  226660       2.3091   -5.3413e-05       2.3091
TXLNA              1   32645293   32663886      3       1  227084       2.9308   -5.3413e-05       2.9308
CCDC28B            1   32666202   32670991      1       1  201629       0.2033   -5.3413e-05      0.20335
IQCC               1   32671236   32674288      2       1  222594       2.0672   -5.3413e-05       2.0672
DCDC2B             1   32674695   32681797      2       1  112958       1.0076   -5.3413e-05       1.0076
TMEM234            1   32680040   32687954      4       2  180086       2.6133   -5.3413e-05       2.6133
EIF3I              1   32687971   32697205      2       1  249069       2.4123   -5.3413e-05       2.4124
FAM167B            1   32712818   32714461      1       1  137326     -0.12387   -5.3413e-05     -0.12382
LCK                1   32716840   32751766      6       4  208644     -0.53857   -5.3413e-05     -0.53851
HDAC1              1   32757708   32799227      3       2  145911       1.7466   -5.3413e-05       1.7466
BSDC1              1   32830704   32860062      2       1  170928      -1.5798   -5.3413e-05      -1.5797
ZBTB8B             1   32930658   32953460      4       2  233784     -0.57031   -5.3413e-05     -0.57026
ZBTB8A             1   33004772   33071542     32       3  238803      -1.6989   -5.3413e-05      -1.6989
ZBTB8OS            1   33086421   33116565     10       1  245720      -1.8035   -5.3413e-05      -1.8034
RBBP4              1   33116749   33151812     21       2  241772      -2.2024   -5.3413e-05      -2.2023
SYNC               1   33145507   33168361     13       2  238270      -2.2782   -5.3413e-05      -2.2782
KIAA1522           1   33207492   33240571     10       3  250871    -0.093977   -5.3413e-05    -0.093924
YARS               1   33240840   33283633     15       3  251399      -0.1321   -5.3413e-05     -0.13205
S100PBP            1   33282368   33324480     18       5  240748     -0.13982   -5.3413e-05     -0.13977
FNDC5              1   33327869   33338093      5       2  230123     -0.42558   -5.3413e-05     -0.42552
HPCA               1   33351688   33360247      3       1  252213      0.81123   -5.3413e-05      0.81128
TMEM54             1   33360196   33367041      2       1  219183        2.937   -5.3413e-05        2.937
RNF19B             1   33402050   33430467     13       2  243983      0.28425   -5.3413e-05      0.28431
AK2                1   33473541   33502512     12       2  243799      0.49896   -5.3413e-05      0.49901
AZIN2              1   33546711   33586132      6       2  238065      -1.4308   -5.3413e-05      -1.4308
TRIM62             1   33611000   33647671     30       3  225244      -1.1362   -5.3413e-05      -1.1361
ZNF362             1   33721908   33766321     22       4  246786      0.15253   -5.3413e-05      0.15259
A3GALT2            1   33772367   33786699     11       2  247526       1.3298   -5.3413e-05       1.3299
PHC2               1   33789224   33841194     45       6  249786       1.2447   -5.3413e-05       1.2448
ZSCAN20            1   33938232   33962105     23       4  250421      -1.5366   -5.3413e-05      -1.5366
CSMD2              1   33979609   34631443    777      97  239206      -2.2166   -5.3413e-05      -2.2166
HMGB4              1   34326076   34330392      3       2  250945     -0.80072   -5.3413e-05     -0.80067
C1orf94            1   34632624   34684732     67      10  242690     -0.60979   -5.3413e-05     -0.60974
GJB4               1   35225342   35229325      1       1   51297     -0.64534   -5.3413e-05     -0.64529
GJA4               1   35258559   35261351      2       1   52542      -1.3494   -5.3413e-05      -1.3494
SMIM12             1   35315963   35325417      6       3  184240    -0.081536   -5.3413e-05    -0.081483
DLGAP3             1   35331037   35391083     26      11  194123     -0.69101   -5.3413e-05     -0.69096
ZMYM6NB            1   35447127   35450948      1       1  193651      0.17614   -5.3413e-05      0.17619
ZMYM6              1   35451766   35497569     27       1  239824      0.16568   -5.3413e-05      0.16573
ZMYM1              1   35525387   35581460     11       2  233095     -0.27262   -5.3413e-05     -0.27257
SFPQ               1   35641981   35658766     13       3  208215       1.2832   -5.3413e-05       1.2833
ZMYM4              1   35734444   35887545     80       7  213037      0.96683   -5.3413e-05      0.96689
KIAA0319L          1   35899091   36023037     64       8  196782       1.2233   -5.3413e-05       1.2234
NCDN               1   36023311   36032380      3       2  211558       1.6233   -5.3413e-05       1.6234
TFAP2E             1   36038971   36060929      2       1  174183       2.3921   -5.3413e-05       2.3921
PSMB2              1   36040259   36107445     16       5  171502       1.4794   -5.3413e-05       1.4795
C1orf216           1   36179477   36184790      2       1  195484      0.28192   -5.3413e-05      0.28197
CLSPN              1   36185819   36235568     12       2  249874     -0.99663   -5.3413e-05     -0.99658
AGO4               1   36273231   36323491     15       4  242092     -0.71519   -5.3413e-05     -0.71514
AGO1               1   36335412   36395211     17       3  215875       1.5294   -5.3413e-05       1.5294
AGO3               1   36396364   36522360     29       4  212029       1.5346   -5.3413e-05       1.5347
TEKT2              1   36549676   36553877      2       1  252365      -1.1213   -5.3413e-05      -1.1213
ADPRHL2            1   36554453   36559533      2       1  222244       1.9353   -5.3413e-05       1.9353
COL8A2             1   36560840   36591305     17       4  228388      0.76749   -5.3413e-05      0.76754
TRAPPC3            1   36602170   36621654     10       3  208957        1.173   -5.3413e-05        1.173
MAP7D1             1   36621751   36646450      9       2  224898        2.232   -5.3413e-05        2.232
THRAP3             1   36690017   36770958     16       2  248600     -0.59398   -5.3413e-05     -0.59393
SH3D21             1   36771889   36793544      3       2  229127       1.8482   -5.3413e-05       1.8483
EVA1B              1   36787631   36790567      1       1  251369       2.8595   -5.3413e-05       2.8595
STK40              1   36805225   36851525     23       5  231902      0.74949   -5.3413e-05      0.74955
LSM10              1   36859031   36863493      9       2  240034     0.016525   -5.3413e-05     0.016579
OSCP1              1   36883507   36916086     33       4  246260     -0.90073   -5.3413e-05     -0.90068
MRPS15             1   36921362   36930040     17       4  237655      -1.2068   -5.3413e-05      -1.2067
CSF3R              1   36931644   36948915     20       7  203772      -1.8784   -5.3413e-05      -1.8784
GRIK3              1   37261128   37499844    181      24  233272      0.43427   -5.3413e-05      0.43432
