# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
KDF1               1   27276047   27286901     16       5  242436       2.6402    0.00072216       2.6394
TRNP1              1   27320189   27327377      8       4  239404      0.69705    0.00072216      0.69632
FAM46B             1   27331511   27339333     12       4  235104      0.79593    0.00072216      0.79521
SLC9A1             1   27425300   27481621     73      11  243670      0.28843    0.00072216      0.28771
WDTC1              1   27561007   27635124    113      18  244681       -1.078    0.00072216      -1.0787
TMEM222            1   27648636   27662891     40      12  242729     -0.23718    0.00072216      -0.2379
SYTL1              1   27668483   27680423     34      12  239254      -0.5142    0.00072216     -0.51492
MAP3K6             1   27681670   27693558     33      11  239776      -0.6152    0.00072216     -0.61593
FCN3               1   27695601   27701315     12       8  192377     -0.85093    0.00072216     -0.85165
CD164L2            1   27705596   27709823      6       2  195038     -0.84319    0.00072216     -0.84392
GPR3               1   27719148   27722318      7       5  209135      -1.5161    0.00072216      -1.5168
WASF2              1   27730734   27816678    170      18  232300     -0.91955    0.00072216     -0.92027
AHDC1              1   27860756   27930463     85      17  229086      0.90264    0.00072216      0.90192
FGR                1   27938800   27961727     48      10  225737     -0.20976    0.00072216     -0.21048
IFI6               1   27992572   27998724     16       4  201316     -0.46792    0.00072216     -0.46864
FAM76A             1   28052490   28089426     81       6  229679     0.068011    0.00072216     0.067288
STX12              1   28099694   28150963    103      13  197607      -1.0148    0.00072216      -1.0155
PPP1R8             1   28157252   28178183     36      10  214267     -0.78232    0.00072216     -0.78304
THEMIS2            1   28199055   28213196     53      12  248776     -0.65572    0.00072216     -0.65645
RPA2               1   28218035   28241255     72      11  236594      0.32414    0.00072216      0.32342
SMPDL3B            1   28261456   28285663     88      17  243737      0.27491    0.00072216      0.27418
XKR8               1   28286504   28294604     24      11  229043     -0.12787    0.00072216     -0.12859
EYA3               1   28296855   28415173    385      32  225282      -1.0004    0.00072216      -1.0012
PTAFR              1   28473677   28520447     83      27  231919      0.99238    0.00072216      0.99166
DNAJC8             1   28526789   28559542    112      18  245533      0.43735    0.00072216      0.43663
ATPIF1             1   28562602   28564616      7       3  259635       0.1495    0.00072216      0.14878
SESN2              1   28585963   28609002     77      22  232817       1.1972    0.00072216       1.1965
MED18              1   28655513   28662478     13       8  223240      0.74249    0.00072216      0.74176
PHACTR4            1   28696093   28826881    424      16  249764      0.81788    0.00072216      0.81715
RCC1               1   28832455   28865708     89      18  240078      0.60148    0.00072216      0.60076
TRNAU1AP           1   28879529   28905057     53      12  241601      0.86922    0.00072216      0.86849
RAB42              1   28918712   28921098      8       5  226509      -1.2418    0.00072216      -1.2425
TAF12              1   28929608   28975416     85      23  229793      0.47479    0.00072216      0.47407
GMEB1              1   28995234   29042115     90      17  235837     -0.63131    0.00072216     -0.63203
YTHDF2             1   29063133   29096287     70      18  236142      -1.0386    0.00072216      -1.0393
OPRD1              1   29138654   29190208    194      30  245253       0.1618    0.00072216      0.16108
EPB41              1   29213603   29446558    531      37  242977       4.0249    0.00072216       4.0242
TMEM200B           1   29445937   29450421     14       6  233581       3.5405    0.00072216       3.5398
SRSF4              1   29474250   29508637     79      21  241327       3.7191    0.00072216       3.7184
MECR               1   29519385   29557460    113      22  245538       4.3763    0.00072216       4.3756
PTPRU              1   29563028   29653325    271      41  239778       3.8062    0.00072216       3.8055
MATN1              1   31184124   31196432     30       5  260218      -0.2795    0.00072216     -0.28022
LAPTM5             1   31205315   31230683     55      16  233099     0.048436    0.00072216     0.047714
SDC3               1   31342313   31381480    100      36  224889      -1.2818    0.00072216      -1.2825
PUM1               1   31404353   31538838    382      32  234213        0.265    0.00072216      0.26427
NKAIN1             1   31652592   31712734    224      20  253321       1.0317    0.00072216       1.0309
SNRNP40            1   31732415   31769644    124      13  243551      0.34112    0.00072216       0.3404
ZCCHC17            1   31769832   31838569    192      16  245550      0.32457    0.00072216      0.32385
FABP3              1   31838100   31845923     19      11  227123     0.050508    0.00072216     0.049786
SERINC2            1   31882412   31907527     83      14  240211      0.71037    0.00072216      0.70965
TINAGL1            1   32042086   32053290     13       8  234962       4.1725    0.00072216       4.1718
HCRTR1             1   32083290   32093214     27       6  251382       5.8173    0.00072216       5.8166
PEF1               1   32095463   32110838     29       6  250002       5.9214    0.00072216       5.9206
COL16A1            1   32117848   32169768    131      31  234466       5.5252    0.00072216       5.5244
ADGRB2             1   32192718   32230494     93      17  217685        1.592    0.00072216       1.5913
SPOCD1             1   32256023   32281630     75      17  223178       1.3543    0.00072216       1.3536
PTP4A2             1   32372022   32403988     92      13  198937       0.1126    0.00072216      0.11188
KHDRBS1            1   32479295   32526460     56      35  217298      -1.6541    0.00072216      -1.6548
TMEM39B            1   32538503   32568467     56      12  235805       1.8807    0.00072216         1.88
KPNA6              1   32573644   32642169    109      21  232808       1.9225    0.00072216       1.9218
TXLNA              1   32645293   32663886     37      14  228836       1.6465    0.00072216       1.6458
CCDC28B            1   32666202   32670991      6       4  219972       0.5365    0.00072216      0.53578
IQCC               1   32671236   32674288      9       4  231110       2.0765    0.00072216       2.0757
DCDC2B             1   32674695   32681797     20      12  219413       1.6177    0.00072216        1.617
TMEM234            1   32680040   32687954     17       7  235234       1.2124    0.00072216       1.2117
EIF3I              1   32687971   32697205     17       5  234154       1.9424    0.00072216       1.9417
FAM167B            1   32712818   32714461      2       1  245248       1.4326    0.00072216       1.4319
LCK                1   32716840   32751766     58      30  222701      0.39114    0.00072216      0.39041
HDAC1              1   32757708   32799227     53      25  205597       0.8435    0.00072216      0.84278
MARCKSL1           1   32799430   32801840      1       1  195227      -0.7186    0.00072216     -0.71932
TSSK3              1   32818365   32830098      9       6  206566       1.3597    0.00072216        1.359
BSDC1              1   32830704   32860062     38      24  219043     -0.62139    0.00072216     -0.62211
ZBTB8B             1   32930658   32953460     29      11  235862      -1.3832    0.00072216      -1.3839
ZBTB8A             1   33004772   33071542    178      12  249879      0.87812    0.00072216       0.8774
ZBTB8OS            1   33086421   33116565    109      13  227174       2.2852    0.00072216       2.2844
RBBP4              1   33116749   33151812    112      11  225579       2.3046    0.00072216       2.3039
SYNC               1   33145507   33168361     65       8  229316        2.432    0.00072216       2.4312
KIAA1522           1   33207492   33240571     68      22  227241     -0.35456    0.00072216     -0.35529
YARS               1   33240840   33283633     94      18  241445     0.055741    0.00072216     0.055018
S100PBP            1   33282368   33324480    104      25  228641      0.85195    0.00072216      0.85122
FNDC5              1   33327869   33338093     15       6  243655     -0.35226    0.00072216     -0.35298
HPCA               1   33351688   33360247     17       8  238622      0.84557    0.00072216      0.84485
